88;ALFREDO JOSELEVICH y ALBERTO RICUR, ARQS.;Casa en Borges.;0;Octubre;1942
89;JUSTO y FRANZETTI, INGS. CVS.;Edificio de una Cooperativa Obrera.;0;octubre;1942
90;ALFREDO P. ETCHEVERRY, ARQ.;Casa en la Capital.;0;octubre;1942
91;EUSTACE H. BUTTON, ARQ.;Casa en Inglaterra.;0;octubre;1942
92;F. A. DONOVAN Y J. C. GAYOL, ARQS.;Chalet en Acassuso;0;octubre;1942
93;CARLOS VILAR, ARQ.;Casa particular en Olivos;0;octubre;1942
94;GERMAN y I. BERNARDO IOSELEVICH INGS CVS.;Casa de Renta en Belgrano.;0;octubre;1942
95;RAFAEL M. MEMBRIVES, ING. CIV.;Chalet en Mar del Plata;0;octubre;1942
96;ALFREDO P. ETCHEVERRY, ARQ.;Dos Casas en Vicente López.;0;octubre;1942
97;ALFREDO P. ETCHEVERRY, ARQ.;Casa entre Medianeras.;0;octubre;1942
98;ALFREDO P. ETCHEVERRY, ARQ.;Pequeña Casa Individual.;0;octubre;1942
99;RICARDO DE BARY TORNQUIST, ARQ.;Centro de Peregrinación y Retiro.;0;octubre;1942
100;DEPARTAMENTO TECNICO Y. P. F.;Laboratorios de Investigaciones Y. P. F. en Florencio Varela.;0;Noviembre;1942
101;DAVID GAMBOURG, ARQ.;"Haras ""de la Pomme"" en San Antonio de Áreco.";0;Noviembre;1942
102;RICHARD J. NEUTRA, ARQ.;Casa en California.;0;noviembre;1942
103;LUIS V. MIGONE, ING. CIVIL.;Casa de Departamentos.;0;noviembre;1942
104;;NOTAS VARIAS.;0;noviembre;1942
105;JAIME ROCA, ARQ.;Casa de campo en Calamuchita.;0;Diciembre;1942
106;PATER Y MOREA, ARQS.;Casa Particular en Barrio Parque.;0;Diciembre;1942
107;PATER Y MOREA, ARQS.;Residencia en Martínez.;0;diciembre;1942
108;CARLOS MENDIOROZ, ARQ.;Proyecto de modificación del Reglamento General de Construcciones para el Mejoramiento de las Habitaciones de Servicio.;0;diciembre;1942
109;ASLAN Y EZCURRA, ARQS.;Casa Particular en San Isidro.;0;diciembre;1942
110;G. Y A. FRUMKIN, INGS. CIVS.;Casa Particular en Martínez.;0;diciembre;1942
111;DONOVAN, GAYOL Y SAVINO, ARQS.;Casa en San Isidro.;0;diciembre;1942
112;;NOTAS VARIAS.;;diciembre;1942
